Pradiniai duomenys:
#    | Name            | Year  | Grade | Hash
---------------------------------------------------------------------------------------------------------
109  | Aili            | 1     | 8.65  | c2eae436b0e05e468167c42addd926c50c057073b162e2477d9c697354c0e671
110  | Lulita          | 1     | 8.67  | 42129c2fe4ba589338d6c25ebcce4bae917e3c122226c91e879a4ed0ff53c2cf
111  | Kassey          | 1     | 8.69  | a06414beb17606d54dee9cbd6835c54d292dd6a909d431a4404cd9452adac0ea
112  | Rubie           | 1     | 8.69  | aa2599b077452c3ad914a30967bad24f3a091fb6fc875ba1010d16e2a3fd0d33
113  | Lonnie          | 1     | 8.69  | fd617e5179b473ca0bafe32ca2028216037fe636711caf4f67a7c3f3404eb8a8
114  | Binny           | 1     | 8.71  | b6006797661791b24c5a8c9a3c3377726d89412411fc2bdf9ad5de5c645cf260
115  | Heddie          | 1     | 8.71  | 8a0dbfb5d6cc40b963070ee15f2344b25a6143ce77781a43064596007658f02f
116  | Dorthy          | 1     | 8.72  | cb54a7b43e5ab5e8636baffe99213ba7ced9b533e732ccfc4a3c72d71593bb46
117  | Maud            | 1     | 8.72  | 26ba09463ca7ff6b295387e3e509f41ed207a0b8b7225c8832754ffdc1a081fe
118  | Johna           | 1     | 8.72  | 6d7628cb82fcabeaf98041b27a7de0e9d6da2fd64ed27fd39a68ea8052c0cbe1
119  | Doro            | 1     | 8.73  | f196b969bd2bd52743fc8b015d8eaf8091b841b18baf8210ec106cca7da328ff
120  | Julieta         | 1     | 8.75  | d79d86f3ac1269cdf0dd405bfdc36497ba4a035a726409b45be4f9ccb9a7332a
121  | Ericka          | 1     | 8.76  | 41fb487f8dd41f405358ba31b93c03599d234d2411a7c1a838e90ecb8f6d59ad
122  | Allyce          | 1     | 8.77  | 7313ec58d02695efb29c5edaa0b0f2f859a9bcc20ddc4b20c5b7749d2a8ffae5
123  | Ebonee          | 1     | 8.8   | f53261d87d9d177196782f5f52efe5d9f23a109fc550131553d0abbe4a234761
124  | Georgina        | 1     | 8.82  | a21c74f827e9afef4a2ef447fa95a922ee7007c962b7589437940d9ef897fb04
125  | Gusty           | 1     | 8.84  | 92629694ec99a6e083c0b8f514e611ba94e2dbf0f0a18b39b301906773db3f18
126  | Gilda           | 1     | 8.85  | 40ebe0e5af6dec1f45a2ac3e9e2d7c1adb06d29bb85373a95dabe530ec808df5
127  | Robbi           | 1     | 8.85  | 27c38b8b106c2b3fd3ac4a83f1f6133fc7c4e61fbdb769cc592e503d456dbdb8
128  | Jenilee         | 1     | 8.86  | a4b0b9d4139d0ec0eca7e08ee883b448442148f540ea15a84e4acbce57fc4927
129  | Willetta        | 1     | 8.86  | 43376a27c5898f78042e177d63a5558e072fb6c03d1f87b42fb093fd614965de
130  | Agathe          | 1     | 8.87  | c70eca37f8ff2211bf5b4a88235c67e2216e41dc6696bee795e1194b35d32390
131  | Sabina          | 1     | 8.88  | fe69aa280bfbf00fd2fd297f06dc704334acd1674330bb20d61339f1d6b43a09
132  | Justinn         | 1     | 8.89  | 54d351b0977a83f80d3a8cdd382556189a7ccfbaf27501026c9781e8cbcff980
133  | Jaime           | 1     | 8.9   | 8405907e479052c4d5ca223afb114a77df72a88fe065d25eebd8cfee0b4cf689
134  | Rosene          | 1     | 8.9   | d2fe3b73b03898f7919e550eeeb34155137bd7abeaac81f57a04c63e4dcd3dda
135  | Madalyn         | 1     | 8.91  | c834281902b6e503add527d16785e7c5fc932a7430ade3e674ad8b9be38ca153
136  | Berget          | 1     | 8.94  | c14f904c29e872fb8ba3800339f4708e349e4eafab0b0d3beda4fe58ccb6cb46
137  | Nariko          | 1     | 8.96  | be73cab29c45cd1ad874197c334a8988b1a7ff0b7ad4b9407dea147dbe58b838
138  | Iseabal         | 1     | 8.99  | 2d3430e70368b63c86869fc35d76d7f0ac58e54d4ddfc2c9524c6d283ee6e0d6
139  | Sharlene        | 1     | 9.01  | 8fd4ad22cce19c4acbce20c55f55d0cb51f83ec54ea20aece1ec4d8e40c0545f
140  | Roslyn          | 1     | 9.02  | 0c3cae95eb217889fc75cd36b45df4c13f4f64b186bae475a07e7f37b816a63d
141  | Lindie          | 1     | 9.03  | ba24d470d8443ccba6f02f254b8d5a70833bd85fd75108de8b35335b9b3dcfcf
142  | Concettina      | 1     | 9.04  | 87f780a45b0f9c48378931f93ae2a9d6351892b2c5add940557e02a5bb889119
143  | Lucille         | 1     | 9.05  | 9bb6b5058833160f79dd635c31826cfa90a4cdb4af4d41189bcce64ccaf5d9f2
144  | Ilse            | 1     | 9.07  | 709e3d2e2dde7c340b0650f1973cde54f37f61206634333661182b078337a2f6
145  | Tomasina        | 1     | 9.07  | 08361355f505183a35fbe82a0fa6b0c52504b47722081109643c0622c31bea50
146  | Shaylyn         | 1     | 9.08  | 887ec4c414a251cac8aa0ee4f513a717ef5826d7d8fb0dd0f729c2b52c627819
147  | Anica           | 1     | 9.08  | 8f23f54fd6b01c2d3e63b93431688709e74a142488a8993ee7ab87d979874586
148  | Annecorinne     | 1     | 9.09  | eb39ee21d33cb1b424fb60b542ce1f8f624d55369eba05e668c3b7f7329ede19
149  | Cassandra       | 1     | 9.1   | 345aed4baee5ab0517800a1a8330e41a45d2951a77a28ea373dfe566104f7f0e
150  | Charissa        | 1     | 9.1   | bf4ed75ea916430eb0b5428c0164b4746a91c519a3dd6122fb4d7e922362007a
151  | Tiffie          | 1     | 9.1   | 8371dd69eb394d96b5dde6f9001e5a11384bfa6561905438c044122708b7a9bb
152  | Cherilyn        | 1     | 9.1   | 2319b8980a91225a8b7cb2a5149c630567bb3b1e14dd610a9089f22f29d4ca2d
153  | Mignon          | 1     | 9.1   | da2f57d748d62e238e55a9750e7fa666c6add40bbac27487a06a6bb3c3187e28
154  | Tiffie          | 1     | 9.12  | 9ada2db31ae98d4ec1767785e31926578059dc241a98ca408a201a745f845786
155  | Sharai          | 1     | 9.14  | f7ae92becd38b95d3bbf112273fc580d9493875c88878eb85fac8697be3063c4
156  | Ira             | 1     | 9.17  | ce5fd3497ba1fc4cfb41e6c5604e4ad1b8429b2da080e253ffb0e92d484f9d2a
157  | Jobi            | 1     | 9.18  | a3de1edc0ae3ffbe2ef111bc531db462b53301ce65591a79913a1c20d11d5b29
158  | Jerry           | 1     | 9.18  | efc0fe96a170b507506b9d38d782f8472729cefe5e9bdcfed108b43c477233fb
159  | Linzy           | 1     | 9.2   | aa758eb914cc03de4be2de2a647623cbb5fb5f616d810e7907b9ed400f1d8cb8
160  | Rebeca          | 1     | 9.2   | f4ef8c49886a16b847c19d4a8f3c075c7df1fbe170a7b5faffb74722754d2fce
161  | Gertrud         | 1     | 9.2   | 44ed5938b2ca6c1a3a5babf7f17c154977959e614f4f365d91942d62e544c6a4
162  | Gwyneth         | 1     | 9.21  | b09fc3ca94255debdb80b14c4e0d64b832b3df460e19d9890b2f32daf395f2c9
163  | Cindelyn        | 1     | 9.24  | ffa05f2c7c615eae79756aeea274a61b6b08a792797baf2ec513129d675acf2d
164  | Cherilyn        | 1     | 9.25  | 9c3816fca959340c7ad7d9b738e75389e0b846405a472adadfb663f9ec693707
165  | Lynnea          | 1     | 9.27  | b0ce7bb3162ff924ab2bf93f01aa5395175cad56bb7810b0b881e798b7e512ac
166  | Ada             | 1     | 9.3   | 0df241328ffcedc0ef1a82ca1c41e8dfcf28f538080caa4b9f32f7d54f35dd19
167  | Giustina        | 1     | 9.31  | ceee3ea5cf02287573d1a3e7f4a046087a74a108d23470d29c4c2c682c880799
168  | Lenna           | 1     | 9.32  | 1fd85e39c87e43324a21853ff10a5d70d6bb1db4fdb845f8c7f63bbb10a16e25
169  | Livvyy          | 1     | 9.32  | 64022a8a076706449f4cc3a3fc1cf7d52e2c7a476df5d29efda87e46142e8698
170  | Jany            | 1     | 9.33  | 7e0b3d973a488d2b5d75094338ea9be25225e04c7bf1308dda28e6f595ab6233
171  | Barbara         | 1     | 9.33  | 64348d0bcc5da0ff979cad65c0a4c11da80048b2afb6fbf326c4106623fa1d4d
172  | Shaylyn         | 1     | 9.34  | e3dab8f937a84ccb640f23b2d2459d0005a16709d717fdb2afca67b0283a69f6
173  | Wanda           | 1     | 9.35  | aca719c27943a177523229154010f0210f6ebec5bceeb95c36116e924b2ef1e8
174  | Coral           | 1     | 9.35  | 66b012e29a098c39095043d8a2c946119a0c0de43d31b038f72b3aac5e9620ed
175  | Chickie         | 1     | 9.37  | 2932241cbdf12a7953b84205fe768dd4e32ccf957ae6422e356c4b9c5d4b0c46
176  | Susette         | 1     | 9.41  | 79843ec0dfa3bc8742c6e9423f7afb8dd5fec1ad104fdf9acd1e246b478fb4b6
177  | Florie          | 1     | 9.41  | 0454e4f1a47742bc886d0cc3c0312cf016c397ffb60eebd9de551776688063e0
178  | Bettine         | 1     | 9.42  | 12cc6eba4e8e7ade24dede3dad38bda033339d1eea35fc45ca6e491cee8bbafc
179  | Danika          | 1     | 9.42  | 35b5a3b6f82fd2e0de4e9ed4e2608c28f3ff5c8dadd99fba3f53cace84bcb701
180  | Arlina          | 1     | 9.44  | 5a4991e0acc07b50ed5a104a5749620fc37277f292c851c0c0e24b56c855ab87
181  | Laure           | 1     | 9.44  | a8da10d808817e3a8293c0a0ec312ce6c4d1cf9786fceaca3ee274031f1c5360
182  | Barbi           | 1     | 9.44  | 19f84fc978659f9f8461cc30d1977b72a0a154c342d71d4e03d78773967d2e88
183  | Minda           | 1     | 9.45  | c10cae80b102b7b5ec5145726d47280b7c2fa031d4b46ce44ff6baa5dc3858f9
184  | Jacquetta       | 1     | 9.45  | ec6c7c4e04d465b884251a2a379d47f21d30eeddaa1267fbaa2a3d1cbd438557
185  | Jorry           | 1     | 9.47  | 3b6385499f73fef61eef0ca65107d7aeea657e3a09d4f33fc1ceffb3c5998bbe
186  | Wilma           | 1     | 9.48  | 84f5aea1367d7b83f9741bb07d31693cea9e410b6ceaef225bd93ec145ceb076
187  | Fernande        | 1     | 9.49  | beef73e11697065290d70231dcdc001e6a7d263acca25d94728a61bed5af1bb3
188  | Ernesta         | 1     | 9.51  | 90526c7567c7f98df51778bf88075f61733aead4bcc5d30de1f5666f0468a4eb
189  | Myrtice         | 1     | 9.51  | ada7bf0c460297f33db9791cb747acd975406e72370b04e3b4cb21ae90faeca8
190  | Kore            | 1     | 9.51  | 072842227c7108922f6a8f124a4403de12d6cf5e7fc36b516eda32071f9bcdf5
191  | Shannah         | 1     | 9.54  | 764afa01d836b149291b4de3db2173940f5ba80b020e7dd984a77e8ae06c27e8
192  | Sibella         | 1     | 9.54  | c7ac77b2493df6cde8050a8e0a70e365eb0c42c109482cd67e389bb763c8e021
193  | Desirae         | 1     | 9.55  | c307ab5af8e43fd641a32a1db85f29fb58df5df2167b289b93e3fd3b99817ae6
194  | Tina            | 1     | 9.57  | c6be054aea21e7d2212408d177b3504981965568147cb2ac7f3f515cd904e526
195  | Tina            | 1     | 9.58  | b1ff51f438b3e5008137862142ca2ba108dcdab4819861441de09b57f946c9a4
196  | Cherrita        | 1     | 9.59  | 1aa79e88670ca99173f60c022aeca7300f71c58a75d9c94ea7393a96158a8bd9
197  | Latisha         | 1     | 9.59  | 11af470a1431307ff80bfdd851c3a7ed295c4c5ec5a9fc8fcc83b7796b9c74e1
198  | Joane           | 1     | 9.6   | 20a803ea8b61724b14e52c6accbc16ffd3f4af8729c79ec5523e7ec5df0b82d1
199  | Fanchon         | 1     | 9.6   | 1f57c3bfc57aa4f746e2a91d5ac557b01488501fb760e4a7c66955ac623fd52a
200  | Melina          | 1     | 9.61  | 6fe93d426e0d898509426283eabc57c44b4d73defcc1e788b1eadab6cb639458
201  | Nicoli          | 1     | 9.61  | 1cbdf1b51060bd2e64a72a2eec8a833e825bb4ff4749a5af93c6bf539b48dab9
202  | Nannie          | 1     | 9.62  | 8422b4d1c7b5d8a54b7858711eb35a6278399a1b6f98939cf6d39fe4d2074bb4
203  | Gianina         | 1     | 9.63  | 51782808880f934b925753c79a12c0903e5d4cc8107ffb8c19d00bebaa59e147
204  | Nicoli          | 1     | 9.65  | 72139a7b9d550eb99b381ad1e4cb4f59aca05bc9cc0b56567a63657db8ab6dd2
205  | Sarette         | 1     | 9.71  | 59d73f4fa2a73f1af355d5f8d034400683241a9b215c2cecbbd968a842e02a42
206  | Nataline        | 1     | 9.72  | a2e37027685dacc2bf8da6ba0115245a860e457a50af82d4a36314b28be30fa8
207  | Rhoda           | 1     | 9.72  | 51a219eb3c9b80793e381a7e72639ec4561c49dc8e75f3079836f1f06185ba0b
208  | Chickie         | 1     | 9.72  | 22a38337cbb985e392077d358a14d36822c95c4e656f6298a7b647083b557e2b
209  | Tera            | 1     | 9.72  | af53ffb1ff4d10083922a03c2c1a1d59fab4c8132f8880cc0cbe86f6eff9c28e
210  | Ermengarde      | 1     | 9.73  | ce59af73f64324aa95ee5b7597f752b69bab717b38efb4892a2b00173e7f0fa1
211  | Kimberley       | 1     | 9.73  | 044a26c28a67ad9bc5cb785fe2bbfa9820f7660d92c4c3950ff57118ee6be9a6
212  | Ekaterina       | 1     | 9.73  | 29c6a088c5cd2c481859ef85971f648195f9db72757d68f9b42a3b2000dd9a83
213  | Fredericka      | 1     | 9.77  | 1270a915c3a0a0214ebbf768c2b2e3dd05d39d7fd26f19c79d468d46279fd191
214  | Corry           | 1     | 9.77  | 0e40d4ad456b12a827141d86dce24d1c314ae74d6a2c4baaca2af71f55d6a63f
215  | Charlena        | 1     | 9.79  | d21a70b88d87a09fb56b0d7f9c93db00e6e8b086205d002d781375abd11fe911
216  | Asia            | 1     | 9.8   | 9679f717b94ef9a87bd08c90e68dde1c86e0f3bdede7f50ce2aa84c2fb3643b0
217  | Siana           | 1     | 9.82  | 31ed64a7114d4db3b7ea073ff98a75377d037796b6511560b21f2a81eeb82f91
218  | Letizia         | 1     | 9.84  | 4b32f959b96ccda237406a9d4f299020c5d7629acd01c97b4e9c7d378982e8e0
219  | Tomasina        | 1     | 9.85  | c4407af7e0c4d027b4ddf6ca46e429032cf6bac27345a8286d6f47fc40059a0a
220  | Shaylyn         | 1     | 9.85  | 847c60a9a566ec5b2dce602176db4ecc2a9f99b683d2623a559f376445fcf49c
221  | Sabina          | 1     | 9.85  | a45d8b2557534c0bbab34c2fbf2ac8a70191c9587b58828a8aaa36b4c53014b3
222  | Desirae         | 1     | 9.87  | f3ea4c73543c6f1188cc8f2a3abe3214cb94304ed2198f617faa4ae69673f15e
223  | Ivett           | 1     | 9.88  | 955e95104b42d258e25ac8ad75c1909f947496e1774dfa93ce801e9aaa3ebaf0
224  | Veda            | 1     | 9.88  | 5e91d1e2b8c399258a8f0d926dc3deed83f3458a25e1bea28028b5eb82f1e03d
225  | Maud            | 1     | 9.89  | 90a0cb11f019031255c9960712e27b0d7600970588b6b44fe6caba1f847a80fc
226  | Ninnetta        | 1     | 9.89  | abfe548fc5d32eed810a5599877087415648022c8a981fd8cbbd322dff2c258b
227  | Philis          | 1     | 9.89  | 46d3daa54d492e0d795b9052029eff1b2ed34389985538a67e3e568a81172de2
228  | Brynna          | 1     | 9.9   | d6abc6120f7e0466a4c4126c833ffc484fffe089694fcdb3ac257bbc92abc523
229  | Nerta           | 1     | 9.9   | 3eaa500142f2a7c9560f4d7bf364b3c1d2c32623bee75b7ac729c7e7cf249508
230  | Jasmina         | 1     | 9.92  | 9a62405764473e2cf228272be44c704fee1c9b223d2d1af67bab211c1cb68ae9
231  | Karlee          | 1     | 9.95  | 5d98a54bcb24e6dbb89afde3a9e63d9f2d395e3e29a548c414f8c66acd8e9829
232  | Ebonee          | 1     | 9.95  | e33846959460b85bbaa6eaf416169cb78bfd70f4cab61e7a4c084866d346d982
233  | Kirstin         | 1     | 9.96  | 9047d906bca1ca47c7c2116fb90a85efc78fcc169d66767206352f734464d7b9
234  | Kalina          | 1     | 9.96  | 40286b9a0980f7bddbaa46eb5b6de2a977f229282165bba27484e985b2dbc263
235  | Sarette         | 1     | 9.97  | 2165e88f3da74468a35f71e36b02f99beee83677d6abe57eb72cdd153a1cfb29
236  | Charissa        | 1     | 9.99  | ca1e7544ebfac15f48fe535358dc461cc659f0cd2f5f9c6c248799d2c7be277c
237  | Meriel          | 1     | 9.99  | 9b4f7cee13105e4dfe53a8795974471eef042126e899ef922ebe64f7b89d2171
238  | Cyb             | 1     | 10    | c2d2cd18d34f8cbd14c5848be4e4fe1577fcd395f78de84a16a9fe79450f6ff0
239  | Gratia          | 2     | 7.01  | 9bcbf2d4e3b27fd397560b283f5300344bf65e3147ef80cac13375e83b53bafa
240  | Carilyn         | 2     | 7.01  | e8b09a562a47c47c31e9fab107803a7793875b2441b6de0e2f2bcce963c23536
241  | Jemie           | 2     | 7.01  | 824be90594a86600176f1bf83cb1d9cdde3a73b34b022b61913739b213af837f
242  | Marjie          | 2     | 7.03  | 326d55da8513234c6aafeb003dfe4e861330e48a27647157cf7e13f901ccbdea
243  | Shell           | 2     | 7.03  | daa7648fd74589db160e147811315c81b7e6ec930c1bd3d8325af070ad9494ee
244  | Quintina        | 2     | 7.06  | e56918516dfc72810703b3fb964944dfadbdab9b4d97292e0f9c7ab6ce22b1a8
245  | Concettina      | 2     | 7.07  | 7743f819a770eaa8de3f80446382b407cc51ff47c46f3ef8b50f3cb458a69593
246  | Cassandra       | 2     | 7.07  | 35434931d70638e8e10a00507eb3fa76ad90474d8d5d211dd1271d8994e9fa8e
247  | Nyssa           | 2     | 7.11  | fe75c15743594b4bf444ab03dfc3580bbc994a56b66817c8ff5124c5e78041a8
248  | Silvana         | 2     | 7.12  | 1d611f28ca19c9d2e9002828b87a893cc35b275ffeb8e8280a72e1350dc505ac
249  | Edee            | 2     | 7.13  | 3d6569507a8858951e86f52e3a53ced36ad5cf11acba4824ca265671380ebd8c
250  | Jenilee         | 2     | 7.14  | 572e1afbc7840f00ac029fab227ef00f41ffe4991e80884aef9bdff7cf5b0625
251  | Stacey          | 2     | 7.14  | 1ce8ca6d283c3f61d4ea67434fedbcbeb91a31cf5f77267f0f93216c2eede916
252  | Mamie           | 2     | 7.14  | 03c44a0da361f1d0f2c089de9d19766134fb58769af09b59b277b8e8129733fa
253  | Linet           | 2     | 7.14  | c536eba400d1b976f8f3eb7026b7e799e32496fecb5482e2d12f7c31c95fe5cf
254  | Devina          | 2     | 7.15  | de96cc1c00c37be93e2de87875c3f66040dffb647f94921dbaf65b511708938b
255  | Veda            | 2     | 7.16  | fe9f408f079f1b9b136ff56b19dfff95520b5d50e05ae8ffe5b268b38691f3b4
256  | Kellen          | 2     | 7.18  | c743621037a5ad00a1dc26e9662e4131e2adfd3d21b136eb755e750e255d1e26
257  | Bibby           | 2     | 7.19  | 999ae464c812db43d000e1d869c8f17c1977c6689caf5dbb7d47c81839ea9d4f
258  | Rochette        | 2     | 7.2   | fdebfe1cc1ca154d3d9ac0a7452813c665a25e1862f92892f47a71f3b669a3dc
259  | Goldie          | 2     | 7.2   | cba41a8c90c2cf131d139cc404c8241bde6cfc1250bff4f37af2282ee152e9d2
260  | Aurelie         | 2     | 7.21  | 3dc00588dbcf848d291b8027bf6f0e019588380b638f97b909c97f53a50a4689
261  | Lexine          | 2     | 7.23  | 03dd9d6c013d6f57eea292bccd93a673af6964d8940c925dc4c4f01a08b93da5
262  | Merle           | 2     | 7.26  | 9d2a5a8a3218f31d44e5594bf0615f0f1bce26ba00c26bdf72e0bb30686b339f
263  | Dorthy          | 2     | 7.27  | 3bb916ff6e432a101075fef1e23f27bdfcb5b3e25e29c2709ef57bb507f8f35b
264  | Edyth           | 2     | 7.28  | 1d53231603a8ef9d2852e35ebd077ab8fa9b7f3de6cc897ce2d01ed06f72c787
265  | Dagmar          | 2     | 7.29  | b4047b351823cf09033998167fb422455fe74149b53f2e3c70cd352d5eff6ded
266  | Joeann          | 2     | 7.3   | 81061936089fc62f06c769d76009e1403d23518aa865355c54c3a9c9bb02d6ac
267  | Sophia          | 2     | 7.3   | f174fc093adbc84cafbb9833794ae0eb214905a08e23281fb7fe6adcd42709e3
268  | Zia             | 2     | 7.36  | 6fc8f871b97c40c7e06fb014d26a191abaef0c8f2ecfb162575acacca4a7fbcc
269  | Jerry           | 2     | 7.37  | 571b12b2b47237b2fec837c20870faaf3c3d2690016b5ad62d9de52dd15dca0c
270  | Genevra         | 2     | 7.38  | 2eed7f15522da55c97797f6ffc2f0b17f2f34b94615d8bae0d64de4d402c726a
271  | Elora           | 2     | 7.39  | 5c23fceb1673952a54b617bba42cb8ccf91aeef4696c59851bdfc15612abfcd1
272  | Jordan          | 2     | 7.4   | e22c039f252b8feef4f2a9214cb3c28762d862cbdefc72db8826365ce071f108
273  | Cecile          | 2     | 7.47  | a7aa4f46bc2cef475d1e5d5b873e740cae5db82990d648b9ac3a4665068834f9
274  | Alyda           | 2     | 7.47  | 247031557415567529dd0352a5b4e678b03a638b06801baf01a248606b1a19b8
275  | Myrtice         | 2     | 7.48  | fae3f6be36599070e7a686c41a587482b9b4bb06482a50c76aa5ede79b8802c5
276  | Selia           | 2     | 7.5   | 36d2a866787613beabba6f53736fe16994fd510cb00d674051016ca6af3adcee
277  | Sandie          | 2     | 7.51  | 259af9b8e398675e3c2c01f7349c1e6848f19508e470c94a2161f2fa8b8ed101
278  | Trudie          | 2     | 7.51  | 365ca3d216b9eff5f1ed3ef0b0067319005554f4c6f8d46fb4dff113f6e104d8
279  | Lulita          | 2     | 7.52  | 764c985f9a58b87ee9546f1ddee714885e17b9bec42a58abd4dc47cbc63cd1d6
280  | Kary            | 2     | 7.53  | 1cb6b773db3c21be6dbd2860c5b36132b0edd15866bc771e2d3f9f2e2510222d
281  | Berget          | 2     | 7.54  | 3b6edeefc0bf050722a00086bafe04127cffc1ad9edab1e4ea15d5273cf35a6c
282  | Max             | 2     | 7.54  | 35888760d5f96cc0acfcff387363fc8f8bcfe0d7bfa7e10fff8f4a8e8c4eef5f
283  | Sean            | 2     | 7.55  | c6b04005cd16b86550ee1dd9e1adad17dda5dcf637eb9601a11a1e547768c9c4
284  | Emma            | 2     | 7.56  | 1392a2c83da464219a28550a49d19783a700751af79076b73a2e973a2448e87e
285  | Sherrie         | 2     | 7.56  | baabbb4d83f86e3832819fdfdb8f4e7a4a3cf7a4900a47f5fc128746b97adead
286  | Lucille         | 2     | 7.57  | 4736ffc26fdc3f7e350bb480a8688fb5f22a8af6770ed0a0b141199ec76c171a
287  | Lusa            | 2     | 7.57  | 757015fe198f4d97dc5be7e1df3cad8c10910412a1dc3aed3bdd1842f23cfe57
288  | Gilda           | 2     | 7.61  | f2a226e86d13989c9fb8e533a611a591932ee4a7ef3379243a3d62acfe3640b6
289  | Roxane          | 2     | 7.62  | 65e1f8f2e59fc98744d9d4d6209108228f15649389a7d6d3200db848c2b0a356
290  | Debee           | 2     | 7.64  | bf2648574a2fee4c28b6711325827a8f3384e637c1e7d5872497a7be283d8438
291  | Judy            | 2     | 7.67  | f1b6f2e20ad76e011e37ba4390f52b72f05ebc7d3d52006c06a0bc3cd7f9ab36
292  | Dotty           | 2     | 7.67  | 655e70e4865a90249395ca1a5255701e60e05327cf63718469572caa444717c6
293  | Etta            | 2     | 7.67  | aa0e3e403adcf5a719c47f074c78b5cad73b2b8349dcd93036b44250c658f4f1
294  | Arlena          | 2     | 7.7   | 54457bc5d2596ad559eb420c61437aad9541456565be9f205f65bb399d6848e2
295  | Elfreda         | 2     | 7.71  | a29126a905f7c7d920e1a443fd4a34d41c95c3a6295704f3250085fa2f2bac82
296  | Emma            | 2     | 7.71  | 35148965fb6f7cd8bab734265fc57bcade0cc08b39403f0989c0a61b29d6f70e
297  | Carree          | 2     | 7.72  | 1af62c91e56f9546eeb34eb74dfde8706e5cb2340b5e1159b4f2a6f4a80516f9
298  | Julieta         | 2     | 7.75  | b9d5099daacaea3c3a889917e7e226eb0fd074df3d387584fea22b838d0c68f8
299  | Hollie          | 2     | 7.78  | 1a213d6120e436b5adaad95b5c1a3294ed5952b26a8e3d9592a470896b95e0b5
300  | Stevana         | 2     | 7.8   | af9ed85d8466fc6fc3c780922e98fb3139a232addc88f23f77f48384839edff4
301  | Josephine       | 2     | 7.81  | c2f9260f10faf578e0987ce3c0302eee72e3274dd808351442de4536659176d3
302  | Stephanie       | 2     | 7.81  | 50523bb2d596eb9a4b2e3a3973164b8daf103f0f5de1a84a70d96a27c86b43eb
303  | Adore           | 2     | 7.82  | a991f1dc9608926a4cdddaa18b64927b0942942ebf7ab9770b310d6852d4663a
304  | Priscilla       | 2     | 7.83  | aa1745da70406abf9c2752214fbf39b4083d544edf0cf74f01c892da7953ea9b
305  | Brandise        | 2     | 7.89  | 1b3ec62092a7e76fbd5b1fad507fa684c88ca680e1334c3a262de932fe31e83a
306  | Chandra         | 2     | 7.9   | c7fc8f80b0980ba117a239a5f52d5f74b3a9c618cb6bb031f2032fc189f43927
307  | Dagmar          | 2     | 7.9   | f1efb85d83a0e5b49876f4c4e268cb669e54249d149cf3769069c26ef0cb0e57
308  | Debee           | 2     | 7.9   | 1139c2bc6f73196acc2e592928acb29e46a554fe35071140c41217c826c7df43
309  | Sherrie         | 2     | 7.92  | a44eed575324b3dd39bbf2645abb3d3476ad3eb48164c53bccce68b845025ec3
310  | Carilyn         | 2     | 8     | f96edd9408520616ab5ba8ec552a498a0aafbb25add039e74bc1caa9e0c31382
311  | Dorene          | 2     | 8.01  | 0a3b9eff128185270a22e66cecd1d8f63b8a8d589c83d8caafac5fa274bfa8ef
312  | Stacey          | 2     | 8.02  | 2a76e1f0d536eead08a66066683a9aff34adb57f58d78bdd2ceb23676104208d
313  | Tressa          | 2     | 8.03  | c817aa320a9a2a28c820476cff63b91f91f1b76a5b1d88faa330012ab0184508
314  | Lauryn          | 2     | 8.05  | fb6ad16f114d555294715eade8e38ca47acc9599c513b5d2b12779a25c4b0220
315  | Almeta          | 2     | 8.05  | cd5bfa498e9918ff2a9911892cbb4bf6481c959538cafc3f32d594207ed5e556
316  | Karina          | 2     | 8.06  | 805191faec8ad4b95ac9fba63fda6b77beff69079e42ec63fb50d7adaa3c40fb
317  | Karolina        | 2     | 8.07  | 2dda9e7c3f4726c5c3f5a7cbe5dee1905c7f3b943566e36472b87d559780128d
318  | Cristine        | 2     | 8.08  | 592d645e557e66f0635df62945b5a68d8a1642025d61c9487883bbd0a37bff87
319  | Codie           | 2     | 8.08  | 4d47e5cc141527be4f6313b2a663ff4d33566b97f4b0bd81e7a374da1b0e47ac
320  | Codie           | 2     | 8.09  | c7c957b2f8413c854176e045240312b96bb1908ec6ddaf5be6790a7763f0b826
321  | Lorie           | 2     | 8.09  | fac15ea8b2294d1ad4173c6dc1a31f6141e520933646d25e333fde61133fdfa6
322  | Nita            | 2     | 8.12  | c26f04d99dee99667ac669069827b97f15fb37d5db3f6064e4dce975cff67e87
323  | Angelique       | 2     | 8.12  | a17663969f1eaba61cd23913fbcc984b86804a4c3f0469e23fe5296e1d714773
324  | Fanchon         | 2     | 8.14  | 24954ac4652b9a677dc500661405f4e0cd73b4505efc5b31198429af593f801c
325  | Joy             | 2     | 8.16  | 0e48209789ea03f019d90d10d360a62b1b801ca48d2091cba6a0d7e394e6370c
326  | Leeanne         | 2     | 8.19  | 263a0881708ca22ced64a83bf7ab6b1a0b4f7f56f1e42a77d83c78bb7a40b1bc
327  | June            | 2     | 8.19  | 4e6206c7d13e18218762074bda841ee3a6ad71e3a9cdec5569f11201d6686a12
328  | Heida           | 2     | 8.24  | dafc33ed9de74296b725aa9bc6fc9b154027d70046ed5c612125c265182d50d0
329  | Raf             | 2     | 8.25  | c1cfef16e333f550679efe79ba651ea144c797d869eaf597cbc53663e0231b92
330  | Diena           | 2     | 8.25  | 31e62146b03553a987c411254780293db7f940a9d4b417ac503a0849af26847c
