Pradiniai duomenys:
#    | Name            | Year  | Grade | Hash
---------------------------------------------------------------------------------------------------------
112  | Druci           | 1     | 9.24  | 9916560d4e1cb9dac7925e08899cfa9dcd448dda6727585c2e63f045d3d85527
113  | Abe             | 1     | 9.24  | 5d4dc50f92223b42e13515d19dc421aba24dc56e651dd88e9b55bea2d54da9e0
114  | Suzanna         | 1     | 9.31  | 7eaeeb8fdac76619838f88f488de51fbc076b42799e12b59f5ece4595005c612
115  | Debbie          | 1     | 9.32  | 4308f256f57517a406bd4a45fe7dc296ac86a9f2c865e6c5a3139404308398e4
116  | Leontyne        | 1     | 9.32  | 5d6ef870452c14383976a08fff06c46bbeb6719758de02f2c006a4fbf23a0ea1
117  | Kathryne        | 1     | 9.34  | 8bb299e46f62ff758d61de40b0e8e2a5af03241a7dee93293ec57c8d955f9fb3
118  | Simone          | 1     | 9.34  | deda9123a80026d10203e67b62e446689ca703437542b37c375f58f42c671e58
119  | Ingaberg        | 1     | 9.35  | c2f6ac658092d80e051045c02967b2c02de88887506c36f4c0f0003d3d566274
120  | Haily           | 1     | 9.37  | 05d45380d7578e6563bb417410bbf8c4625953f5d64cd6cd23b3045d15ff8ee8
121  | Cloris          | 1     | 9.37  | d87878004e5fb705ec691ebb0f4bf3ee6f2a0f78ae381cfbc6200a9be922dde6
122  | Anallese        | 1     | 9.38  | 143283bb00e62e7b2b5117a2e735db9b5a8a7f6a4ef8e7e0fec2504922cec140
123  | Pen             | 1     | 9.41  | 17756a60ba709dbe151a8777ecee3203c10f66e871578ea1702bce8c06be203c
124  | Letisha         | 1     | 9.43  | 72f345b87a978770bfc5cbd50232c6cf36ccfa475c2319fe854b8026e0cae2ee
125  | Minetta         | 1     | 9.44  | 4861647aeb259b5f024b71598b8b6aa811598cfb88ddd5c023b6c92b2e00149f
126  | Retha           | 1     | 9.5   | 0a02490f9626445390a75e3489d629975f21bafe0224296376205a37c1f39990
127  | Keane           | 1     | 9.55  | 3b3df0b538f8231b5d88c4e46b893a2b5fcd6c11f14b02117a298a6b27d77b72
128  | Cole            | 1     | 9.59  | d6b3f804d19bbd98c9b4c4c58b723ceb5ea47530139bbb6d23771544f0b929de
129  | Amargo          | 1     | 9.61  | 3a9992ab0bd9c6077bc35f256abbed3498fd7f3e5a45128158285654d2677cee
130  | Brynne          | 1     | 9.61  | 8311fca9db06c6a02edbd063b776d5abe8ba653d9575c5a300262e1f9769bfee
131  | Ives            | 1     | 9.64  | 1230706c40dfb333622db663b9afa30a7b62a62e2e770d7467fd919eb81a6b6c
132  | Delbert         | 1     | 9.64  | b16c38976bdc2e9dba8f501952f3495ea2c805a6ba5b9e2a9216b88927cd7284
133  | Douglass        | 1     | 9.64  | 7079ca74d1aa070ae125ae736b22bec47955b5285f290b4d5ebea949d8ac9a7a
134  | Lloyd           | 1     | 9.66  | c8a69c93608c9b79ed60ea6551fca7e5912f1e91028c6ed24268c37a6db82932
135  | Fred            | 1     | 9.68  | f89e7d8bdd8564b7d4b84575d0ebfd394f1f270e8a861b929db9cb73aa6c18e1
136  | Fredrika        | 1     | 9.68  | cb479b26bfdc87dbeca3289ed718d2603e51e30bbe22cb4ef3cbb1b90d41d51e
137  | Bertrand        | 1     | 9.72  | 8b461e8727cfc7bf993d6169b97fcfa5866aab9f01c657e47f0d0236ab562800
138  | Ferdy           | 1     | 9.75  | ea34360a25b1b8b39190852385bf298790d9faa8e215485beccb787c473299b2
139  | Alonzo          | 1     | 9.77  | ceccf6623bf63e6543ca5cf823a7b75f186e77849b40fe366d8a5c95b730e9b0
140  | Tibold          | 1     | 9.78  | cf047e538faee90b21ef2b6e1a90fa276a549f7f909873b4b15fb882a80e2b09
141  | Yelena          | 1     | 9.78  | 229125bd6500a2f65c0602a99d380f79fe620c2ecb8cdfd52e1d9313ff6e5b09
142  | Griz            | 1     | 9.82  | 44612f9f6930327e72405d501afed95275eb7bf7e831ccb58e2b559bca837649
143  | Seline          | 1     | 9.83  | d6a8caaae19a94293aa23150d77c16d30ae43a7a68a04ba9e488e220e7dc955e
144  | Josy            | 1     | 9.84  | 2f0af0a19f83ad8281ac86b74bf61b63e2d3f04d46659dbadbc5ce481dc9c196
145  | Tommie          | 1     | 9.9   | 537f6322e92b2aaf13437a08251bed0aed0ef38bb0addb680d7208cd3032ec2f
146  | Bartolomeo      | 1     | 9.91  | 595b0ed2f0376e452cebcb4584abe9b8c6b985c861ed3656baa848a5867ad367
147  | Nevins          | 1     | 9.95  | 294f500e2bedfac8b7841d41a41106d50cc30b3e7ded9a2a848b44c80003bbaf
148  | Annabell        | 1     | 9.97  | f4ff1bd6b34ac304adb20fc9a94c9bfdd4844721b72876f93fc91c83d382ea5f
149  | Pat             | 1     | 9.99  | f0af5be8a24211490c0e0b7bcc13a6005098d72961f1dd6d99c10ee1f03b5e7e
150  | Helaine         | 2     | 7.03  | 7bbd97527e1ad408cbb80b7fcffb89464795c269443e1cd6822c405d2f7f2fd4
151  | Hallie          | 2     | 7.04  | ff21e8173f1f78937798e0d2784c518df76c681f7f8a6ec8f3775de2d22304fd
152  | Vance           | 2     | 7.15  | 74fed7de84ac2fab51729fc64ae4c7430ae34a5ee8c25f17fda2e78cc12808d7
153  | Nicolis         | 2     | 7.15  | bd11ed6caf8c00482cc466829ee291a5985ef21b4a8889658530d36df3cbae61
154  | Domingo         | 2     | 7.19  | 214aa749c744a9e907bed1fba177492e604805c5d888bbea56cbeaf5ce1a1320
155  | Jemima          | 2     | 7.19  | 0bba580fee5899e059afd409a84639f789e70fbc4f47012cc2d1f2d8338eeca3
156  | Man             | 2     | 7.21  | 85e4ebe03870b6741d90ded1a0dc69c547fc7efa979bca1236b4ad23ec5e0223
157  | Zerk            | 2     | 7.21  | 2fbff311968038c64e7c00af026cce85f9fbda6d95b5dfcfe145e423f12c9521
158  | Jeanna          | 2     | 7.22  | f807fefb8988d94f66e5533f286b1e6a2031683462bd5fe8053c34ba505d5cef
159  | Diane           | 2     | 7.28  | 6100f242dac50a2af4354bc980e6c766f4e2f336c9629f2d2df4c4868c485d2c
160  | Jocelyne        | 2     | 7.29  | 2d153e2d8048fd31aa3d3457f4c124dde63e1a418c7340729563489208ab6c6f
161  | Craggy          | 2     | 7.31  | 824bd8be10d65e8f90167f3523a1d5a3ab637fd180eee9cd12f3fc7dd74587d6
162  | Morris          | 2     | 7.32  | 4ced42b1229f98bdb26c1abafd713be9366cac2883b6d5cd868ae98688295154
163  | Bobbette        | 2     | 7.33  | dd0df738c8fbe1bc813989aa55d28adcbe0a9bff410bfcb7dbf558bc919d588f
164  | Oralia          | 2     | 7.34  | 0ffd2cc44119b38014bdb20b482e9dbb942cffbefb28d45fa94c6773c6cb95bf
165  | Maressa         | 2     | 7.34  | 6e91839d86c86944d1aa44997e2aaa1260af047589725079c728cc5f8dbbd9ec
166  | Essa            | 2     | 7.42  | 546060f904243c1b1a7e2e6d6d663130abdd726e1a39cfbae24b38351709fb55
167  | Benedetta       | 2     | 7.42  | e53ca4b2ebe0e90a23a58a2b3cc3c2d49b2d5d9d75beccadc7fbc2300b01f04d
168  | Ossie           | 2     | 7.49  | b10553699026fc63e8ade93ed793e3790ab4bfa48bc057dacd340df05d84cb8a
169  | Berton          | 2     | 7.53  | cc2f114cbb0d50f7268dc7463887acc0b32e9b377a27d7863b18a130b24113ae
170  | Vasilis         | 2     | 7.56  | 7a1f25445ea45cf8332917f6b168e144088d808c2f8332aa4bed5cb577a58b78
171  | James           | 2     | 7.61  | c71436e23a8055b6f612c24271356417208413655632708103e41d79f67d0858
172  | Misti           | 2     | 7.64  | 4baf42eb4e10034645d065b0fa2478d3177bb76bd151c2798b19d3a306a90925
173  | Ignace          | 2     | 7.64  | e00410657f085360091e36ba5c2480f4516d6aa260f6ed14491f6a3056c7c699
174  | Tabina          | 2     | 7.65  | 1be9a6e5249fcc89e73ccc155f0454c2bef3fa271bd26c4bdb07a491a242d017
175  | Gil             | 2     | 7.67  | 36e36cfd5c7b3dbe33ce831da66a73d929d24b6716e3b771cb48c1ebb970f32c
176  | Lorilee         | 2     | 7.68  | 1fbedfc0d3cff53ecd5844b087eae2fcf6a674be6701308bab0fbaee1d6014fd
177  | Collete         | 2     | 7.69  | 1fcf189e690825f7a742ba207f47f89ecc5ffaaef9dd8ec325db621620fda265
178  | Fairleigh       | 2     | 7.72  | e1810d47e4ae93f1089a20a97893b060fc1a39d6f948e3db5b57ddc2cce2d96f
179  | Waring          | 2     | 7.72  | 7c3a94f97901ed0f4f22169e03bc44a92340eeeb49e4b008c156efa7125d672e
180  | Jessie          | 2     | 7.72  | 07d4c5d3d90b94038938bee342b87c35d53f71098526b05bec85d646f0d2b6e9
181  | Marylynne       | 2     | 7.74  | 86e32ac287dda23f0bc2451091a4381ac00a57a168ed484ffcb6038f1eb3221c
182  | Ranique         | 2     | 7.74  | bf83bf18f5953d9a924836e5a846952623474081486bf7ceee2da6653b27b910
183  | Benji           | 2     | 7.78  | 3313833f8635d04df769a599db46998ec24c9365abb8ed24c6c47741adf90526
184  | Lois            | 2     | 7.81  | 2f9150718352763e07d8dd3eadab21c3a43e31b47ad8e92dfae7fec5af2eee5f
185  | Cleon           | 2     | 7.85  | a8a9e00440ee3e6c11dff757ee54866bbde7e279a505b1d3c2acaf6d704adb3e
186  | Cassius         | 2     | 7.86  | 6a815637889353ba24c69179629709cb870e6a87db6418898484d79cca349423
187  | Eolanda         | 2     | 7.93  | 8b96837a5df0219758afde1272a5ae58f9bbb85bdd6f4c9cac7d0a2bc84ea465
188  | Clerkclaude     | 2     | 7.94  | 915d43496add5ed230287c7b354ebab93da429b15e91c90d8186dbc3a6a299c3
189  | Edee            | 2     | 7.98  | 731920d5a9defa3c80c5e7bf882a72fd8ac86dde47d55be0f659a9d8d5285d1d
190  | Ennis           | 2     | 8.02  | a57d7cc4ea91fd52c128af8b6703acac7664d50e490cee5a8a3e017b24a2fe86
191  | August          | 2     | 8.03  | aadd093ddcbd4baa0c8a81b83e9827712d6b2f9bf80592dd2d33890a65e1ad94
192  | Khalil          | 2     | 8.07  | 399964aeff3f00426bb13f79cb3d69dc4980db140b5df5b3fe727fbdc9d41f78
193  | Carolann        | 2     | 8.08  | 27a56914ee3cb94b277b4c3ea7fa58a06610e79a8c77547593ffceaf35d0b1f1
194  | Langston        | 2     | 8.1   | 39b3b2b3fc1f9996c0b64770781b83dc8dcc79b44fe422cb36cad78611e06a4a
195  | Haleigh         | 2     | 8.11  | c4a2c33d849fa4519adb1b61ca1a6534a5224577fc37cf2a9d68d1eeb88cc8a7
196  | Norrie          | 2     | 8.12  | ec1456258eb82b208cb47a35e1c8befce4267bca07bb3f157dfd09bc0a4cb6b5
197  | Wit             | 2     | 8.14  | 345c568db09f7436cd8a4b021bf43e73bbc9ca3cbaf88804a88e42e62504c3c7
198  | Merlina         | 2     | 8.14  | 6832a25b8b3a6b0a6130c97a87b7e6ae77b4a8d1532c54464a91d31314ba93e7
199  | Antonio         | 2     | 8.23  | c5df3cde32e92cfce366ef2e5d76483ea5d4b6a4de7a73f368ca90909dc6d686
200  | Will            | 2     | 8.27  | 429a775642a2752b51a9ced750ffc021fcc56cf0cece3e62d6a6d06977269fa4
201  | Elijah          | 2     | 8.29  | 74006bb5d2d38384ff363f8d80944a297204e69f4a585c7b5db0003967304fbc
202  | Ade             | 2     | 8.31  | bbf96bd7864d8d8a1dfa10f7d73688d4e914b4c7c2864c8ecc37864c4b27ea1f
203  | Bernita         | 2     | 8.31  | 057b62333bb7a790123fea06c95ec8a6d8d429339685b9150d77cd476e643dac
204  | Davie           | 2     | 8.32  | ba7346a80e6dcab131434b3a2508f8ec5eda5e4993895ca972860267d3a14590
205  | Carree          | 2     | 8.35  | e6e2ac9333802bbefd8f7b6cf8c40f6eace2f875cf7a2772e80a929d3b907e12
206  | Wallas          | 2     | 8.35  | b9ed8c243faa214e90ec77e4848058bf9e3a51da4ce2b3a2d2eff03bb10f71b4
207  | Erroll          | 2     | 8.38  | 031ed48956a7ac5614df4fcfaed06d1347de184ad9cc7b91073f7fc99aff2cbe
208  | Ethan           | 2     | 8.38  | ea5f58380b2c9db6cde1bde77dfdb7cc4aa862f3e31ff684ee1a5fabae3da28e
209  | Aldis           | 2     | 8.39  | 7cd1b62ad8a31fa62d37b1a9071ac6a617a8f8400e61146df63cae5881b43ee2
210  | Dickie          | 2     | 8.39  | 8528cbe17ee6b21a047d21afedc470c8d27af66fa8063ce9c3c4efbab19f74c6
211  | Erl             | 2     | 8.41  | 885f835455a48a2824c0474b770bf0aa63bd4e009b03bd6efc8b50bc6cf1fbaf
212  | Joni            | 2     | 8.44  | 19a39acfc15b1946f37d894ea6fd7917a526a948423eefc8ceb35eebd3d7a5d1
213  | Sidonia         | 2     | 8.49  | 7203c8d7c71e8135437e4ba155ee0550ec5709f12bcfb7c29ce76caf9dd9580d
214  | Rafferty        | 2     | 8.49  | 29fbea243b767d42825d33b862be948d1550e7bd0145a74b2766ca7c37d6bde9
215  | Cristionna      | 2     | 8.52  | 02fdb282ebf1efadfb3a0d371ea0c315467488cc7c3c0c259b7d0c0d21885728
216  | Allayne         | 2     | 8.57  | 3ced8d021a2d15ebb8aca90ab8c72410374ed56699aa697940f7e132b297e105
217  | Goober          | 2     | 8.59  | 4cc1e2e2c19a5e0f3e259e0b6c1c3829d3b4698c7dec9d788394abb4c5451203
218  | Ursuline        | 2     | 8.6   | f4f909334ddf3a44643bfdad8c91a56b99555e799f8aa2e0022c8d6f338bb9c7
219  | Nerti           | 2     | 8.6   | fa0da2351e5bda91ceae7cabf8a632e0244bcef6385a633c9716dc7d3a991020
220  | Gabe            | 2     | 8.63  | faded7a7a3ee278f1eb89548eb46594d2bdf3cdf9e3dd58a85256f19c783c18b
221  | Emlynne         | 2     | 8.63  | de6b7fb5584370bb811c1419952dc13b71bba26bfe672f4e0809c4dda7a89f1c
222  | Braden          | 2     | 8.64  | b9c6e2c6075e4f9770d1669ac8a62c770c07e54a43e7267a132f25deb7a3e4ca
223  | Huntlee         | 2     | 8.66  | 4fc24856177a921617676ed98469592d240168e43ff0a49483c8c50674089388
224  | Atlanta         | 2     | 8.68  | c32b7040fd77c1d44028a5ee4d18b663acf395a21e5bc55197a3fa2057132cd1
225  | Rosemonde       | 2     | 8.75  | d2436ad3b31675578f79f7b92ec2b11cf7688110a1d0bdedbbcb2b766f7e5dbb
226  | Hagan           | 2     | 8.77  | f3524cd02d03bca5048f1750854197424827ac7241a7f6971e1925c58e5a7d90
227  | Nannie          | 2     | 8.78  | 11a355e910ae885169d3b8f50b802178110f256322f3b7f7faf4e9facc6e524e
228  | Clemens         | 2     | 8.81  | 1641ce279680885619445a2fc8747ed802ad528e4916a70ca0761dfca36394bb
229  | Ivor            | 2     | 8.82  | 521eb0ea05c0f516cdd1bd98e8ce342964f71632317a0fae3c47b86731a5272b
230  | Halsy           | 2     | 8.83  | 71e98decabb2b20e0e367b3f963c6e8c4b29f341e9c321963ba3ee3d55aa79fb
231  | Jere            | 2     | 8.84  | 92f411c3ac59d361b1fe2ba08576c294117b547a1dd090102a30a905b9bcc1bc
232  | Analise         | 2     | 8.87  | e6e46c4a1a6195a746ffaf74a75340ea654a900484c1cff80a94b98a098be8f2
233  | Frieda          | 2     | 8.87  | a9751e3b4b0d9444c4c36de7a95f9c7d732a8d2b1ba15dffb5171b3683038de1
234  | Oran            | 2     | 8.89  | c21516fd09cc2a4654f5b420e3c9e676f880237e6d34ada2d1a9d57e02dd9ed3
235  | Joletta         | 2     | 8.89  | f7360836d510d9244401d91ce274862ac245b5d3979d2189ffe91a821735fbb6
236  | Reggie          | 2     | 8.98  | b87f32f27633a18e66ce7d3af0593e06240979037e90d60d21effdd9011022de
237  | Nels            | 2     | 8.98  | b69b1124032d457d48af742f362c984a98146f07693edc606d5de0ec52a2700f
238  | Jeffrey         | 2     | 8.98  | 83c51e9144b73abb858c1212e148d4b3cdcb1efacf582199bdc6a9a246023447
239  | Nessi           | 2     | 8.99  | e5beaf5a254f3e4bdb42252ab8851b6ed458c3a4e24da156e6c9a8ef698095d6
240  | Vere            | 2     | 9.07  | f2a80cb22d37c49456bb1a82459b6825c2c8a28957b168d8f71e9e37fce3ce75
241  | Skip            | 2     | 9.1   | 259fb882b547f48f3a814812a7b1d6c93a04c396ab98536de0e7285f376bfac1
242  | Nikolas         | 2     | 9.12  | f74b2046a62f340100f1c886e47220e0cef0953202980ac5922ea4b28b6fb064
243  | Jenelle         | 2     | 9.13  | 579ca2dab515538ca8fb746658b2d260130e12f819ce52a70c156034510705da
244  | Franky          | 2     | 9.13  | f87a825636f57424f9e06e4903c493ef3a55624c5ffbfbba80e5e0d8013409b1
245  | Jakie           | 2     | 9.14  | 3e762473ba1f29b19166a4c7e3ff92066273fd0d9f43f7596ecf0626ff498f84
246  | Paco            | 2     | 9.19  | f1675613dcb730ab4c6a16b6b9759c68511d1d5c76d67f009945de03362f1891
247  | Bernarr         | 2     | 9.21  | cb85ee35b40c968faaa4e630046456a6f5e526b8e9c7ad43e973e806b997ff1e
248  | Livia           | 2     | 9.22  | cac5ec6017a867500de339bccdb88fcb7efe340db11e4d820693f7fbbdd14c43
249  | Rube            | 2     | 9.23  | 8b66fc1b47555ab2b83033a99f64901545a19c7497b5fc71034110c637bffa83
250  | Linnie          | 2     | 9.24  | 50d5a477227509afe63979e7ef7b3bde97abf38054fe5e61a36538a29dfc9fce
251  | Enrica          | 2     | 9.3   | 1306cf00e392fcf2f5a47771a379093bdd26c7d6f668bd81a67029a6c4bc4916
252  | Emelita         | 2     | 9.33  | 7349d7a55e09fad717f439c56fab050d0f0e9287a55e5827e5b36f8f9fe33aa7
253  | Mil             | 2     | 9.35  | c4f2f7b06750ec0256b0f66b41b94335afb4105de3bdc324a10b71362b87ff91
254  | Melly           | 2     | 9.42  | abcae2259af9022f993db86d8ad8b2f4ec5b083f42321f07b73a54bfc2f6b7a3
255  | Sharron         | 2     | 9.43  | 5334f0550a62aeee7dc05176f7187cdfb2d30f33f73889075604c4ce1bcc3a3c
256  | Earl            | 2     | 9.43  | f7227462fa9c2b352f7eb4aa4feb80e0bfa03b973c8839d3f865047338821c1c
257  | Alikee          | 2     | 9.48  | 18e97a741b1a26a6f9c50e774bf8e573c6489c9665c44130637fbdfb427c28d0
258  | Ange            | 2     | 9.5   | 9ae9e629ad386861bdb659bed062e7cd2fa26659e70120769acf54f359267986
259  | Tulley          | 2     | 9.52  | 122ed0c1e55845a290f30dfc2c24f9e7c26a6c19fc8675b375d548c915082de9
260  | Bobbette        | 2     | 9.53  | e1bf143efda1fa7a90d3e4c34c305229f76590797ae42681821c6419e3f018d7
261  | Tildi           | 2     | 9.53  | 173952a68474faea8ce91dcbad9250efdea6a093c99143c24a93f2d4a2e1b2ae
262  | Matt            | 2     | 9.56  | 573d55aba63afcbdd15b3605e0b1a622784a8eee1ac964fce230238e5026e467
263  | Elysha          | 2     | 9.59  | 8efefa984526f4f8adc74aefe03618fc0fe8ab9fadda0850775f0ebd9bc7afef
264  | Dunc            | 2     | 9.6   | 6993b639595254ca9a5ee2fe556d743059f924220c796ef691ab5bcee5d6fe0b
265  | Laurice         | 2     | 9.62  | cf2722af83c198dcff99bc35373af623ed86455d42c47f085c35955bd1a58ff5
266  | Jane            | 2     | 9.65  | 5886c03ad869ca33b1a45965283cfd81377ebb371296c3a0d4edb57b772addf6
267  | Christan        | 2     | 9.67  | 4605e03f3449648e302ffb70537b36ad527e5fe0f779bde72d33670f5ff38538
268  | Alys            | 2     | 9.67  | 0cc0c7d3d6aa4b9eff6f87766ecc450a568ec175b1de15bf5e2303b937706f52
269  | Nathaniel       | 2     | 9.69  | c67379136d0e3c50c71198dc3a5c525fa70aa17fe0fc0442c219ba9f95d124d3
270  | Karole          | 2     | 9.71  | a54c5cf87c57b66580bc9a25a64d66f66102188f27c2bacb308ba8c89195f78c
271  | Cherie          | 2     | 9.71  | a5222e9864e0793815ffe01a6db5ba0cddb8e3a87851b4d36e57a2099d78b4f4
272  | Gavra           | 2     | 9.72  | 9896375cfd9faef82fcbd896acfa6ce32793d38ec63ae0252b9ff6f314cc8f7e
273  | Berne           | 2     | 9.72  | d184e389eabd8ad2c9c6c03bc4869365e873d9d4b2b7d4bda106e53204eb6192
274  | Laurent         | 2     | 9.75  | f0efb9773cc78765ffaf5c24d262530df21c3768728d617501510caca5cfa215
275  | Niall           | 2     | 9.75  | 28f67c0375ba443b98b96328151c384de4d20a335f4ce0008633e19b051e9132
276  | Oswell          | 2     | 9.76  | e524db5480aa82129639349dad5830ee4e410404443ffb7116c910e7342f9170
277  | Shermie         | 2     | 9.77  | f26f7daa663365f971d2d2ef9a0ba8cda9ab5e0c1519683491463cc578baa53e
278  | Brig            | 2     | 9.77  | 0f055daa328a41be9b8ab0d6d60c36478bd589488830be612cd350d9a8a407eb
279  | Elliott         | 2     | 9.78  | 48601cff2234d068525acb58d5827fe2e5835f50d802d0b2e9450d70444366db
280  | Brnaby          | 2     | 9.78  | 4918ff3c99a827dbf975e3d3564b6b4d1a62a3366e87c98f7609c81b84da3315
281  | Davis           | 2     | 9.79  | cac2a13920c321832967c767cf0e78fababfa60f272667daa9c72ed44c9c95da
282  | Eberhard        | 2     | 9.79  | e1d0a066992403ddb64dc5e27cc788bd4f0715cdc41e2115d28243fa9bd0e47e
283  | Obediah         | 2     | 9.86  | 51408b87da7aa3b76a0fccec13277b5b2c91e1ae7e382051858b8b036e2e7828
284  | Jason           | 2     | 9.88  | 4c787904b27d7eaf034280367fdc93508327bc46714b8d717e85a44042110b07
285  | Maryanna        | 2     | 9.89  | 46b4a60348dd69844cbd81d8c035ec77dca4e2949a92d5c2722209e7bad151e9
286  | Arlan           | 2     | 9.89  | df44b4bf1e2236784422bd9c75afd82dffcfecfb1f9e476d5f5ec03322ee8cb3
287  | Jimmy           | 2     | 9.9   | 309e2a0daca9f4c1cb9832d8224b78c5d08753182125409e1d1acadcf94f7629
288  | Jordana         | 2     | 9.91  | a0558975ab48aae84ff9dd3cba91e8179e23faa5e9fa3018caa547cac8850830
289  | Roxine          | 2     | 9.92  | 8b1f8114818836e5a935ed4c83b22bf8077e027966427a5a9d85d0652611d5dd
290  | Trudi           | 2     | 9.94  | 8825ac724b2c40e65a16d58ceabb52bf614053fc7f3a3319139dfff09c40483c
291  | Gwenore         | 2     | 9.98  | 1dc700ae6a4a05265b322abf30d183fede2edd67ab208d8f03b0cb7827483f0f
292  | Chloette        | 3     | 7.01  | 727f5791dc5d08106464a1789012ffa36c3343167aaeec9b1a20844284fafe35
293  | Ode             | 3     | 7.02  | b2b75c346e302bca5eb18f5ed3d8853024a8d6c84c45f08b0a08d410e23a6ae7
294  | Gayla           | 3     | 7.05  | 2b8e6a80f49be12ac08e2076a5503bb3eb8b25685191fcc813af67ea7390c0bd
295  | Mirna           | 3     | 7.05  | 2e6200e1d8f20ce8ce097ed95d8e0866a7b221315ee242bebba83f4b92f137a1
296  | Anallise        | 3     | 7.05  | 9e36695ba3df4bf108f6156b6b3fe2189fc6fa33fe95e0e2775f6bc5fcd06467
297  | Gram            | 3     | 7.09  | dc9cd2e8568a1f77a99afccfe079e5796443c6286e49e83941bf7f31cad3bb11
298  | Duffy           | 3     | 7.1   | 8d846126764d87eb3897d382d7fe06f41eb66bb2c496f69aebb6b4f751c6bb3a
299  | Branden         | 3     | 7.16  | c56820d7e21891f58585cf6e60c8d261f5a0b37e9d2491ef5c4861440159f18d
300  | Margaux         | 3     | 7.17  | 72597c0a317726662c75f855c82a3a1be16db681c2d0755a2d6ac987b5584d97
301  | Shirleen        | 3     | 7.17  | 77d6e203b6a283e73d34a9a7a1214c72ae3d2f11876af89c7a7386abaa68addc
302  | Shandee         | 3     | 7.18  | df904ddfb3000860d23a1a7c3d4692a754367997efbfbc60ffac737efb932e3a
303  | Rhodia          | 3     | 7.19  | 1000a70dd8765455c9e65770c174293f4e6fdfdac625a594a8044ca043e812a6
304  | Dyann           | 3     | 7.2   | b7c6317b5444393f7dc3e8e3681ce49b51ccb884a5734409cc57c847cfeb23ff
305  | Diarmid         | 3     | 7.23  | a3ae0cced5e5f8db0c035a21f63dbe4978a4bb07cbf35f305718fc9c0a0e4018
306  | Milka           | 3     | 7.27  | 844715fce6fb6d886edf8060b39ffac101e423cd526a398361331e96f0e1898c
307  | Tremayne        | 3     | 7.27  | 83e690d2693fc26c5b707d00170d5d9592174b6e91e60929c2d71728ec2c6d8e
308  | Morgen          | 3     | 7.31  | 39a47c0a8ee8ab75807e034cc2a3569c72ab020986706928efc307babcc883eb
309  | Valma           | 3     | 7.31  | 348070c62c7a9d66249a1bf8a66124a490d3fefb02be8e43875f32939089e497
310  | Madelle         | 3     | 7.33  | c41f72d773873135be9fedb84e9917930a0c069411c4d76d04ad5a1ade2ba1b0
311  | Danila          | 3     | 7.33  | ecfd439db0e94143ce228781217061cce2160740465ace5df68cd1ed3396df21
312  | Boyd            | 3     | 7.33  | 44d1e8efcef284db5689f52207098196e0a5ccd5fd048edc907f69fd9f1e3c32
313  | Daffi           | 3     | 7.34  | afa6c2c32ec3e70c801ff330b6cb63ba860b7348dfe1c0de9abb7a3080812b22
314  | Yuri            | 3     | 7.42  | efdf465e7c6357d1ccacbe1b6645fc32222ff8a9021f749a20029c33c9908abd
315  | Rabbi           | 3     | 7.52  | 5e4fa43ba5996b9195779c4a0009388c2a6585cc8cc993d32711105c0bf7ca5f
316  | Harli           | 3     | 7.57  | ed816f37815fa2f3f39066b5124bb5f40a430d8a16eb35057fb099360c8149c3
317  | Drusi           | 3     | 7.57  | a883dc522fcb1697ddf61120ac6f5923bef3d18d8360cfe5562d013f59e94b6e
318  | Alfreda         | 3     | 7.6   | b65c8366ed54073850b702b497de86ed47061b7fd4cc81765842e4357c719a76
319  | Theressa        | 3     | 7.6   | 5e86fb7c402db30aff2839145fb29d19a2e67d7336ee2ad88315e82e55d9e4dc
320  | Garfield        | 3     | 7.64  | 432f4250447ec3c56d8507d43586ae9f2b57f55e1b14fd09cb57273a4f991274
321  | Zonnya          | 3     | 7.68  | 9200d4219d6f9fd0c2e613c4cd14d019bac782af493fe1d5492f00701f50b416
322  | Arv             | 3     | 7.7   | 14d54a4737b17ceb99ad61a7dfc5216978894a0f5b867f204d945725b7658b30
323  | Ingamar         | 3     | 7.77  | 60847386a1e22554653ab8841f3d1ff992a6aa853164e648984e19d942d36112
324  | Bronny          | 3     | 7.78  | f43b7b060e920ac61852a0dfa2c3888d6b0d0db6029d0ac60ddfa5b1db8ea34e
325  | Curran          | 3     | 7.8   | 63e281c6a8bd517066e6357dfd7aa02f596b47f2e0a26cb2629906989f17d595
326  | Petronilla      | 3     | 7.82  | b8691a9c0955498183a71d2fbf2ec3f83b026f4f6c18ce5db2cec68472b2edf4
327  | Lynnett         | 3     | 7.84  | 0e54cde5db78726f542e3fee056eff130311c65662b2dcc9c0cff75c2ff17a61
328  | Ulises          | 3     | 7.86  | 9c3d7fec44af85be747925bc44f87b21b23bad9873986d48339e74b55fcac6b6
329  | Russ            | 3     | 7.91  | b167c075e1682b2ed471395dae04b584a25a949e404eb1750ded69d113da612a
330  | Marga           | 3     | 7.91  | f6fa1486a3e5b9686ec195b3156ff43f8981a077f8405b782dcbc96e2c816bf0
331  | Danella         | 3     | 7.91  | 896893e11257375cc3ca29657c4fc613d18a68c07aa33c9cf7613894df98afc4
332  | Kissee          | 3     | 7.93  | 56fd96b085ef4a1f46e31b11040b1069d368b97747962207c4eb046b77aeb56e
333  | Sophi           | 3     | 7.94  | 4a5b0eafda0c4848f3e8c2cf7053879ac418ba84587795f56db05612dccd46b3
334  | Zarla           | 3     | 7.97  | dd64ca66b88c094f9f44498d0a09e63ba56c698220a0aa42c52cd4a651bdd9d8
